ID,Label
0,0.022908703642498984
2,0.025879751092134713
4,0.03237399999560474
5,0.02919520662981062
6,0.030148698636825802
7,0.02346775344747883
8,0.022104925012726085
11,0.021856546121302833
12,0.07093650370163915
13,0.024690786402083168
19,0.022678686413604814
22,0.03075164917711853
23,0.03864438837175889
26,0.2861993832511105
28,0.044481539989149145
32,0.0454922875714268
33,0.6473582338778937
35,0.05531225690540375
38,0.027158635679790634
44,0.06576715717117504
45,0.02758504960302097
49,0.0444393541350889
50,0.07371932703671644
53,0.02701978996125777
56,0.039721562741996966
60,0.6463008231482787
63,0.026437298254597993
65,0.6483105834794274
66,0.0398071222215756
69,0.02392969230775624
72,0.055946452928102644
77,0.02185563032198414
81,0.6501434032679438
82,0.022115380265670018
84,0.024084046158660475
85,0.5411639503087302
88,0.041960786378798846
91,0.0501208850203979
92,0.054951870915692466
93,0.6470289835113028
95,0.6426606893700668
99,0.029122831552624254
102,0.03340786518997709
106,0.030375424913308757
107,0.02730313460507793
108,0.6415195343453508
109,0.6042245126465012
110,0.635973189925507
115,0.02292923151262872
118,0.056474126452835664
119,0.02600814250313296
125,0.04445061914554306
127,0.02402037394059926
129,0.5787328044579878
130,0.5982639854259157
134,0.0239341328160569
135,0.09235240069637446
137,0.03302750735944874
142,0.03403589808253243
150,0.028311318764414128
153,0.6495049950531266
155,0.022414426891575412
160,0.029159664166078465
163,0.642744192419455
168,0.02971797856737004
170,0.02686574288715325
175,0.032207215713724306
177,0.6327646240304867
183,0.6481517838383823
185,0.027262702981826304
187,0.027020547408051522
188,0.029514379537855275
191,0.5729609858465405
192,0.022922916649890174
195,0.021577625985154395
196,0.2692831350575292
197,0.022170744720987387
199,0.6449941035577804
201,0.6496083715113303
202,0.02753605037967875
203,0.026035235092357972
205,0.09919831755309258
209,0.023820801318863872
211,0.03618184459665202
212,0.10387066988491445
213,0.04918313181200873
217,0.030216443218620943
218,0.022696497759202554
219,0.05044385930312798
220,0.025224988866862242
221,0.03146238523799068
222,0.025923485414073157
225,0.03580618230880866
227,0.042909095435543276
231,0.6503267530065077
234,0.04185336296644187
236,0.0241819879943034
239,0.6484306304272894
240,0.08441123547263428
242,0.02884371387627865
244,0.024734660222739173
246,0.07879135488534043
248,0.029891932931199055
249,0.023580121599190373
252,0.6422398946036896
254,0.054291674803906155
255,0.022158347086493613
256,0.6449757149060233
266,0.6501434032679438
268,0.6300340099691694
272,0.03346052618554427
275,0.651150526151348
282,0.6439610001550936
286,0.02555209706290697
287,0.02172873766880404
288,0.024080166064930415
290,0.038750680789483904
292,0.031617909301476045
296,0.048602382612426775
298,0.02497749880456841
300,0.10274542644828007
306,0.024143063285310754
307,0.6493277905893912
308,0.03734811700608055
310,0.5827985483486553
316,0.028766245121632502
317,0.022270907528651795
319,0.07069743714044296
320,0.022742253050853017
321,0.650789047876877
324,0.024022707958229476
325,0.03223340089679195
330,0.6498872100071864
332,0.023793698587108055
335,0.02377878645041111
336,0.04805647763464974
339,0.03684303597755015
342,0.6477917842063436
343,0.052910421722238185
345,0.02363945814111909
346,0.058498809645950396
352,0.060407653083676856
354,0.024728316814456648
358,0.033684712592235974
361,0.149264564058349
363,0.02805583770853381
369,0.027291899765617408
370,0.02211803844097634
372,0.04494359159526472
377,0.022999934846656075
382,0.6334170579201283
384,0.050511757820677614
385,0.028535482944272224
387,0.0739706951827302
389,0.02140377901937242
390,0.022697760669257355
391,0.02242129524661254
393,0.07346491871883384
